Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
HEY1 mouse	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	RUNX2
LMX1B human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	TCF3
MAF human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	GCLC
MBD1 human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	ALOX5
MEF2D human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	ATM
NUPR1 mouse	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	EP300
PAX3 human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	CXCR4
PRDM1 human	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	CIITA
SOX4 mouse	1/6	0.287848854383714	0.789635834989038	0	0	3.4385805277525	4.28213223552626	TCF4
ARNT human	2/20	0.301939875210104	0.789635834989038	0	0	1.91074681238616	2.28817160523315	FOS;BRCA1
VHL human	2/20	0.301939875210104	0.789635834989038	0	0	1.91074681238616	2.28817160523315	CXCR4;TCF4
NFYA human	2/20	0.301939875210104	0.789635834989038	0	0	1.91074681238616	2.28817160523315	FXR2;OGG1
E2F1 human	9/134	0.317445244058021	0.789635834989038	0	0	1.23904674610449	1.42174410850512	WWOX;DNMT1;IRF3;FANCA;ATM;BRCA1;RRP1B;E2F6;MAP3K5
PAX5 human	2/21	0.322602964752831	0.789635834989038	0	0	1.81008532259611	2.04780911916518	BLK;PRKCE
TBP mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	FOS
DACH1 mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	KLF4
E2F3 mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	DDB2
E2F6 human	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	BRCA1
ELK1 mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	FOS
FOSL1 mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	FOS
FOXC2 mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	CXCR4
HSF2 human	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	FOS
ILF3 human	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	HLA-DRB1
MAX mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	ODC1
MTF1 human	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	GCLC
NCOA3 human	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	BRCA1
SIN3A mouse	1/7	0.3270288634636	0.789635834989038	0	0	2.86533212010919	3.20260132243307	SMARCA4
AHR human	2/22	0.343106833240151	0.789635834989038	0	0	1.71948998178506	1.83936149727461	FOS;BRCA1
SOX2 human	2/22	0.343106833240151	0.789635834989038	0	0	1.71948998178506	1.83936149727461	ASXL1;VIM
HDAC1 human	5/71	0.351970208019205	0.789635834989038	0	0	1.3030303030303	1.36063563517648	DNMT1;BCL2A1;TNFRSF10A;FOS;KLF4
EGR1 human	6/88	0.35505046310348	0.789635834989038	0	0	1.25861684576626	1.30329189125001	RBL2;ALOX5;EP300;TCF4;LTB;TMPO
NOTCH1 mouse	2/23	0.363406512545729	0.789635834989038	0	0	1.63752276867031	1.65755491553005	TCF3;RUNX2
SOX9 human	2/23	0.363406512545729	0.789635834989038	0	0	1.63752276867031	1.65755491553005	KLF4;BEST1
APEX1 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	BLK
CDX1 human	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	IRF2BP2
VDR mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	RUNX2
DMTF1 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	ETS2
ERG mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	VIM
FOXD3 human	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	CYFIP2
GLI1 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	RUNX2
ID3 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	RUNX2
KCNIP3 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	FOS
KLF8 human	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	VIM
RBMX human	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	FOS
SP4 mouse	1/8	0.364055176933749	0.789635834989038	0	0	2.45586897179254	2.48153240432963	PTDSS1
FOXA2 mouse	3/40	0.378798038446901	0.789635834989038	0	0	1.39419547167952	1.35341817639183	TLE4;CUL2;CDC73
FOXO1 human	2/24	0.3834624537991	0.789635834989038	0	0	1.56300712038417	1.49816353022428	CXCR4;IRS2
HDAC3 human	2/24	0.3834624537991	0.789635834989038	0	0	1.56300712038417	1.49816353022428	ALOX5;CXCR4
SMAD1 mouse	2/24	0.3834624537991	0.789635834989038	0	0	1.56300712038417	1.49816353022428	RUNX2;RUNX1
WT1 human	4/57	0.38381689730756	0.789635834989038	0	0	1.29782399118579	1.24278284749242	UBE2I;ADGRE5;ODC1;CDC73
GATA1 human	4/57	0.38381689730756	0.789635834989038	0	0	1.29782399118579	1.24278284749242	LTBP4;AGGF1;PPOX;RUNX1
CREBBP mouse	3/41	0.393935704835805	0.789635834989038	0	0	1.35743415055414	1.26454163129714	FTH1;EP300;FOS
BTF3 human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	ATM
DLX5 mouse	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	RUNX2
EBF1 mouse	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	BLK
ESRRA human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	NR2F6
FOSL1 human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	GCLC
HIC1 human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	ACKR3
HIPK2 human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	VIM
MYCN mouse	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	PTDSS1
NCOA3 mouse	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	KLF4
PPARGC1A human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	MLYCD
SMARCA4 human	1/9	0.399046079723933	0.789635834989038	0	0	2.14877161055505	1.97403002374459	FOS
TCF4 human	2/25	0.403240068187255	0.789635834989038	0	0	1.49497109368813	1.35776741820564	VIM;KLF4
CREM human	2/25	0.403240068187255	0.789635834989038	0	0	1.49497109368813	1.35776741820564	GPX4;FOS
CEBPB mouse	3/42	0.408974988112537	0.789635834989038	0	0	1.32255802538391	1.18250082147663	CXCR4;FOS;RUNX2
ETS1 mouse	4/59	0.409050233662658	0.789635834989038	0	0	1.25049767750498	1.117841519774	TBX21;IKZF1;FOS;RUNX2
RARA human	2/26	0.422709301825773	0.789635834989038	0	0	1.43260473588342	1.23357377065644	RPTOR;PRKCA
TBX3 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	RUNX2
TFAP2A mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	ITPR1
TFAP2C human	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	GPX1
TRP63 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	SMARCA4
ZBTB16 human	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	CXCR4
E2F4 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	BRCA1
HDAC2 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	SMARCA4
NFKB2 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	REL
NKX3-1 human	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	FOS
RBL2 mouse	1/10	0.432113365946886	0.789635834989038	0	0	1.90991810737034	1.602549837195	BRCA1
YY1 mouse	2/27	0.441844242249935	0.789635834989038	0	0	1.3752276867031	1.12328302066015	TCF4;FOS
ERG human	2/27	0.441844242249935	0.789635834989038	0	0	1.3752276867031	1.12328302066015	CXCR4;VIM
NFIC human	2/27	0.441844242249935	0.789635834989038	0	0	1.3752276867031	1.12328302066015	IRS2;ITGA5
SREBF1 human	2/27	0.441844242249935	0.789635834989038	0	0	1.3752276867031	1.12328302066015	IRS2;ACACB
MEF2C mouse	2/28	0.460622754480927	0.789635834989038	0	0	1.32226425669049	1.02498737330436	HDAC4;RUNX2
MITF mouse	2/28	0.460622754480927	0.789635834989038	0	0	1.32226425669049	1.02498737330436	FOS;BEST1
TFAP2C mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	KLF4
CITED2 mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	PDK2
FOXP3 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	BRCA1
IRF8 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	NCF2
KLF2 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	CXCR4
KLF5 mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	RUNX2
MECP2 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	ALOX5
MEN1 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	BRCA1
MSC human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	CTLA4
NCOA1 mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	ITGA5
NFIC mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	KLF4
NPM1 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	DNMT1
NR1H4 mouse	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	ABCC4
PAX6 human	1/11	0.463362694837317	0.789635834989038	0	0	1.71883530482257	1.32220576207133	ITGA5
ARNTL mouse	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	TCF3
TCF7L2 human	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	STARD7
BMI1 mouse	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	IKZF1
CREB5 human	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	MAPKAPK3
IKBKB mouse	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	CXCR4
NR4A2 mouse	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	NRP1
OTX2 human	1/12	0.492893927070258	0.806163375964669	0	0	1.56249483001075	1.10540460206052	BEST1
CTCF human	2/30	0.497038849064077	0.806163375964669	0	0	1.22768670309654	0.858259923237843	RBL2;BRCA1
CREB1 mouse	2/31	0.514648146547265	0.806163375964669	0	0	1.18528986872684	0.787354661172554	PRKCE;FOS
DNMT1 human	2/31	0.514648146547265	0.806163375964669	0	0	1.18528986872684	0.787354661172554	MSH2;CXCR4
XBP1 mouse	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	HERPUD1
CUX1 mouse	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	RUNX2
E2F3 human	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	MAP3K5
EPAS1 mouse	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	RUNX2
FLI1 mouse	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	INPP5D
KLF5 human	1/13	0.520801442735198	0.806163375964669	0	0	1.43221110100091	0.934355069805233	CXCR4
STAT3 human	8/142	0.523887074349252	0.806163375964669	0	0	1.0259690558198	0.663267577332782	FAAH;DNMT1;OAS1;IRF1;TYK2;FOS;MYD88;ETV6
SP1 human	26/472	0.525960096617577	0.806163375964669	0	0	1.00167013219096	0.64360304098739	HDAC4;DNMT1;ODC1;LTBP4;IRS2;BRCA1;HSD17B11;FXR2;ADGRE5;SMPD1;ALOX5;TBX21;TMPO;IGFBP4;PRKCE;FOS;TERF2;DCK;DDB2;GCLC;APEX1;ATM;ITGA5;VIM;UTRN;FBP1
CDX2 human	2/32	0.53184389386558	0.806163375964669	0	0	1.14571948998179	0.723413318512715	APC;KLF4
LEF1 mouse	2/32	0.53184389386558	0.806163375964669	0	0	1.14571948998179	0.723413318512715	TCF3;RUNX2
REST human	2/32	0.53184389386558	0.806163375964669	0	0	1.14571948998179	0.723413318512715	NRP1;KCNN4
ZEB1 mouse	1/14	0.547174441736845	0.811645328531745	0	0	1.32197102260797	0.79713216210782	RBL2
CREB1 human	5/90	0.555830911379405	0.811645328531745	0	0	1.01074402363685	0.593601017175683	BCL2L11;ODC1;CXCR4;FOS;NR2F6
BCL3 mouse	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	RUNX1
ETV4 mouse	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	VIM
FOSL2 human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	BRCA1
ING4 human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	ARL6IP5
MLXIPL mouse	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	ACACB
NFYA mouse	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	OGG1
PTTG1 human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	RAC1
REST mouse	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	KCNN4
RFX1 human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	CIITA
RFXANK human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	HLA-DRB1
RFXAP human	1/15	0.572097228097028	0.811645328531745	0	0	1.22747952684258	0.685481428146946	HLA-DRB1
RELA human	16/301	0.592531958362495	0.829725998092946	0	0	0.964070693338512	0.504546849761332	BCL2A1;FAF1;CXCR4;TNFRSF10A;HLA-A;TRAF1;HLA-F;NCOR2;GCLC;BCL2L11;ALOX5;IRF1;TBX21;CARM1;FBP1;CCR2
ATF2 mouse	1/16	0.595649478057514	0.829725998092946	0	0	1.14558689717925	0.593531903934163	FOS
GTF2I mouse	1/16	0.595649478057514	0.829725998092946	0	0	1.14558689717925	0.593531903934163	FOS
STAT6 human	2/36	0.596365561129305	0.829725998092946	0	0	1.01071466838101	0.522439869884559	SIDT1;FOS
EP300 human	3/56	0.601482196862447	0.831276223231778	0	0	0.972480693486524	0.494368672876989	DNMT1;TBXAS1;BRCA1
NFKB1 human	16/303	0.603252536998061	0.831276223231778	0	0	0.957249572495725	0.483812474844854	BCL2A1;FAF1;CXCR4;TNFRSF10A;TRAF1;HLA-F;NCOR2;GCLC;BCL2L11;ALOX5;IRF1;TBX21;CARM1;PDE7A;FBP1;CCR2
ESR1 human	4/76	0.607521285051948	0.831575095285508	0	0	0.954379562043796	0.475632297766944	BRCA1;FOS;RUNX2;PELP1
FOXM1 human	1/17	0.617906494413537	0.831575095285508	0	0	1.07393084622384	0.517009786729632	CDC25B
GATA3 mouse	1/17	0.617906494413537	0.831575095285508	0	0	1.07393084622384	0.517009786729632	TBX21
HMGA1 human	1/17	0.617906494413537	0.831575095285508	0	0	1.07393084622384	0.517009786729632	BRCA1
NR1H3 mouse	1/17	0.617906494413537	0.831575095285508	0	0	1.07393084622384	0.517009786729632	ABCG1
BCL6 mouse	1/18	0.638939445869061	0.847993365946035	0	0	1.01070491891024	0.452740814242358	TBX21
FOXO3 human	1/18	0.638939445869061	0.847993365946035	0	0	1.01070491891024	0.452740814242358	BCL2L11
RFX5 human	1/18	0.638939445869061	0.847993365946035	0	0	1.01070491891024	0.452740814242358	HLA-DRB1
KLF4 human	2/40	0.653978378461145	0.848471175435749	0	0	0.904131914485668	0.383967635203859	IFITM3;ODC1
SPI1 mouse	2/40	0.653978378461145	0.848471175435749	0	0	0.904131914485668	0.383967635203859	BCL2L11;NCF4
NFKBIA human	1/19	0.658815594200009	0.848471175435749	0	0	0.954504094631483	0.398325640812082	TRAF1
SMAD2 mouse	1/19	0.658815594200009	0.848471175435749	0	0	0.954504094631483	0.398325640812082	GADD45B
SMARCA4 mouse	1/19	0.658815594200009	0.848471175435749	0	0	0.954504094631483	0.398325640812082	CALM1
SRF mouse	1/19	0.658815594200009	0.848471175435749	0	0	0.954504094631483	0.398325640812082	FOS
SP3 mouse	4/83	0.676393188921521	0.848471175435749	0	0	0.869490899011365	0.339954187823654	DNMT1;PTDSS1;TNK1;DCK
USF1 mouse	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	CIITA
ELK1 human	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	FOS
MSX2 mouse	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	RUNX2
NANOG mouse	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	TCF3
NR1H4 human	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	ABCC4
POU2F1 mouse	1/20	0.677598508160494	0.848471175435749	0	0	0.904219146592596	0.351922396845944	IRF3
