Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
MYC human	30/100	0.0148684445150327	0.553563626559678	0	0	1.67361526814324	7.04343350343008	HDAC2;PCNA;TFRC;SHMT1;NOL7;IPO7;NDRG1;PTBP1;LDHA;CCND2;XPO1;SART3;TOP1MT;RCC1;BRD7;ST3GAL3;DDX18;HSPA4;HLA-B;HLA-A;CFLAR;HLA-F;HLA-G;HLA-E;CCNA2;EBNA1BP2;CDC34;CDK4;BCL2;KRAS
MBD1 human	4/6	0.0183167807314108	0.554082617125175	0	0	7.79377908400686	31.1746304675172	ABCB1;SETDB1;ALOX5;IRF8
WWTR1 human	4/6	0.0183167807314108	0.554082617125175	0	0	7.79377908400686	31.1746304675172	SMAD3;BAX;LTBR;BAK1
ZBTB7A mouse	4/6	0.0183167807314108	0.554082617125175	0	0	7.79377908400686	31.1746304675172	CCNA2;BCL2L11;CDKN2A;NFATC1
ATM human	9/22	0.0229620848075088	0.653744061578485	0	0	2.69928698079753	10.1868685858698	PCNA;SP1;MTF1;APLF;SLC2A1;BCL2;BAX;CFLAR;TERF1
FOXO1 mouse	16/49	0.0306067083359297	0.707718045988053	0	0	1.89127829511028	6.59400998936645	EGR1;NOS3;IKZF1;PIK3R1;RUNX2;KLF2;CASP8;CCND2;BCL2L11;AKT1;CCL2;BAX;CCR7;PPARG;TRIB3;IL7R
TP73 human	6/13	0.0331009501428132	0.707718045988053	0	0	3.34077782056219	11.3860165574014	VDR;CDK1;BIRC5;BAX;AQP3;BBC3
ABL1 human	5/10	0.0357156630592786	0.707718045988053	0	0	3.89710926016659	12.9858147616807	JUN;CCND2;CSF1;BCL2;BAX
ZNF382 human	5/10	0.0357156630592786	0.707718045988053	0	0	3.89710926016659	12.9858147616807	STAT5B;JUN;STAT3;IKBKE;NFKB1
ILF3 human	4/7	0.0358729215524841	0.707718045988053	0	0	5.19552616540126	17.2895293165428	BIRC5;HLA-DRA;HLA-DQA1;HLA-DRB1
TRERF1 human	4/7	0.0358729215524841	0.707718045988053	0	0	5.19552616540126	17.2895293165428	CD86;CCR7;LILRB2;LILRB4
RB1 human	11/31	0.0376402601082371	0.707718045988053	0	0	2.14454121687929	7.03341119823822	RB1;ELF1;EBNA1BP2;PCNA;RBL1;TFDP1;SP1;CDK1;BIRC5;PPARG;MAP3K5
HDAC3 human	9/24	0.0409059599376558	0.707718045988053	0	0	2.33908778813144	7.47684617937386	JUN;CDKN2A;MBD1;ALOX5;LGALS9;LSS;TNF;PRAM1;GTF2I
MTA1 human	9/24	0.0409059599376558	0.707718045988053	0	0	2.33908778813144	7.47684617937386	RNF144A;BCAS3;CDKN2A;SUMO2;SNAI1;MNAT1;MTA3;ITGB3BP;ARNTL
ESR2 mouse	7/17	0.041820481843946	0.707718045988053	0	0	2.72845588235294	8.66112594323017	MAPK8;CASP8;CASP3;BCL2;AKT1;PPARG;MAPK3
IRF1 human	16/51	0.0436784008273444	0.707718045988053	0	0	1.78298066463136	5.58233694311621	ERAP2;NCF2;TAP2;HLA-A;HLA-G;TAPBP;PSMB9;CASP7;CDK4;CCL5;IRF2;TNFSF10;BCL2;CDK1;TRIM22;POLH
E2F1 human	36/134	0.0437800701370546	0.707718045988053	0	0	1.4341130182016	4.48673240878064	RB1;DNMT1;ABCB1;PPP1R13B;PCNA;MEFV;TYMS;TNF;RASGRP1;BBC3;NPAT;CASP7;MAPK8;DRAM1;CUX1;CCL3;DROSHA;SKP2;E2F6;MAP3K5;ATG5;RBM38;RRM1;CDKN2A;DAPK2;GINS3;FANCA;RPA2;RRP1B;IRF3;BCL2;CDK1;BIRC5;MCM5;PPARG;MCPH1
ETS1 mouse	18/59	0.0438668210323173	0.707718045988053	0	0	1.71250801719126	5.35432248004418	IGHM;CSF1R;EGR1;PCYT1A;CDKN2A;NOS3;PRDM1;IKZF1;CD3D;RUNX3;EMSY;RUNX2;FLI1;TGFBR2;TBX21;CCL2;LTBR;IL7R
STAT1 human	24/84	0.0469434756837889	0.732923942933995	0	0	1.56071868077775	4.77394354054849	CD86;APP;MVP;STAT3;IFNLR1;PML;ICAM1;HLA-E;ACAT1;PSMB9;PLSCR1;FCGRT;IRF1;TBX21;IL2RA;CCL3;IRF8;CCL2;BAX;JAK2;PPARA;XAF1;CD22;CTSB
STAT2 human	5/11	0.0546890641079532	0.827172094632792	0	0	3.2473869018455	9.43720351956381	SCARB2;STAT1;IRF1;CCL2;PML
ATF5 human	4/8	0.0603218512030078	0.858699293595757	0	0	3.89639970609846	10.9413275331773	EGR1;CREB1;BCL2;DISC1
DMTF1 mouse	4/8	0.0603218512030078	0.858699293595757	0	0	3.89639970609846	10.9413275331773	EGR1;CCND2;CDKN2A;ETS1
ETV4 human	8/22	0.0625441187430432	0.864895813475227	0	0	2.22729660631107	6.17380575797852	EGLN1;CCND2;GBA;PLAUR;VIM;TNF;ETS1;TGFBR2
HIF1A human	23/83	0.0690722579638628	0.914349093514348	0	0	1.49532070209974	3.99639725677921	EGLN1;ABCB1;PFKFB3;TFRC;ITGB2;STAT3;SLC2A1;XPC;ENO1;NR3C1;HIF1A;LDHA;APEX1;BAX;CCR7;TLR6;VHL;VIM;ALDOA;PPARA;GAPDH;RECK;MICA
HDAC1 human	20/71	0.0743241684131485	0.914349093514348	0	0	1.52947926158415	3.97560465567365	EGR1;DNMT1;PCNA;ABCB1;CD82;BCL2A1;CDKN2A;NOS3;STAT3;TNFRSF10A;RUNX3;NFKB1;ICAM1;CCND2;SP1;BIRC5;HLA-DRA;RECK;CD44;MICA
APC human	5/12	0.078415765542405	0.914349093514348	0	0	2.78329950304473	7.08552982526893	DLG1;DNMT1;AKT1;BIRC5;SGK1
CREB5 human	5/12	0.078415765542405	0.914349093514348	0	0	2.78329950304473	7.08552982526893	LGALS3BP;MAPKAPK3;STAT1;MX1;RASGRP3
FOXP3 mouse	5/12	0.078415765542405	0.914349093514348	0	0	2.78329950304473	7.08552982526893	IL2RA;TNFRSF18;CTLA4;SKP2;NFKB1
TCF7L2 human	5/12	0.078415765542405	0.914349093514348	0	0	2.78329950304473	7.08552982526893	ABCB1;STAT3;CTNNB1;BIRC5;GATA3
IRF8 mouse	8/23	0.0793443428256253	0.914349093514348	0	0	2.07867941488927	5.26728659989228	BCR;SLC11A1;CCL5;NF1;FANCC;CFLAR;TNF;JAK1
RUNX1 human	12/40	0.0993435190202702	0.974735291753133	0	0	1.67063978965819	3.85779386577591	CSF1R;JUN;CCND2;CSF1;ITGB2;FHL2;CCL3;NF1;PIK3CD;SYMPK;PRKCQ;NFKB1
SPI1 mouse	12/40	0.0993435190202702	0.974735291753133	0	0	1.67063978965819	3.85779386577591	CSF1R;IGHM;MED1;ELF1;BCL2L11;NCF1;CCL5;IRF8;IL7R;TNF;AIF1;NFKB1
AATF mouse	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	BAX;BAK1;BBC3
ARID3A human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	RBL1;CDK1;PML
ARNTL human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	PER3;BHLHE40;CRY2
FOXO4 human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	CREB1;TNFSF10;HIF1A
NFKB2 human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	CCND2;HIF1A;SND1
SOX6 human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	CCNA2;CDK4;CTNNB1
ZBTB7A human	3/6	0.104266387652916	0.974735291753133	0	0	3.89569049951028	8.8074013707118	CDKN2A;SLC2A3;PFKP
E2F3 human	5/13	0.106737542278752	0.974735291753133	0	0	2.43523395394415	5.44854942685495	CCNA2;MAPK8;CUX1;CDK1;MAP3K5
XBP1 mouse	5/13	0.106737542278752	0.974735291753133	0	0	2.43523395394415	5.44854942685495	POU2AF1;SETD7;TMBIM6;PAX5;PRDM1
PAX5 human	7/21	0.118632884797498	0.999943847071066	0	0	1.9484068627451	4.15346090917138	RB1;FCER2;LEF1;FHL2;BCL2;BAX;PRDM1
TCF4 human	8/25	0.120156119291641	0.999943847071066	0	0	1.83389815842983	3.88596305441469	JUN;VCAN;ABCB1;BCL2;BIRC5;VIM;SKP2;CD44
RELA human	70/301	0.125683193652965	0.999943847071066	0	0	1.18300254222584	2.45353647693253	CD86;BTG2;CD83;CSF1;TNF;ICAM1;CCND2;ADORA3;CASP3;NAMPT;TNFSF10;ITGAX;AKT1;CCR7;TRIM21;CTSB;SERPINB1;CSNK2A1;RIPK2;TAP2;PLAUR;HLA-A;HLA-F;SIRT1;TAPBP;NCOR2;NCOR1;IRF1;BIRC5;TRIB3;PPIG;PPARA;OPTN;PPARD;ABCB1;BCL2A1;STK39;GATA3;HIF1A;AGER;BCL2L11;MAT2A;ALOX5;TBX21;CCL5;NLRP2;CCL3;CCL2;MICA;EGR1;CD74;ERAP2;STAT1;NOS3;CARD8;STAT3;ERAP1;TNFRSF10A;CFLAR;NFKB1;PSMB9;CDK4;TNIP3;IL2RA;BCL3;SNAI1;CD28;BCL2;BAX;CD69
TFDP1 human	4/10	0.128607859681508	0.999943847071066	0	0	2.59727324679566	5.32697457827277	RRM1;PCNA;CDK1;TYMS
CLOCK human	5/14	0.139291782951642	0.999943847071066	0	0	2.16451630464369	4.26666074745723	PER3;NAMPT;BHLHE40;CRY2;NR3C1
NF1 human	5/14	0.139291782951642	0.999943847071066	0	0	2.16451630464369	4.26666074745723	DDB1;MSH2;SP3;PPP2R2D;MBP
CTCF human	9/30	0.142101932545672	0.999943847071066	0	0	1.67014643032299	3.25880749200572	RBL2;APP;IRAK2;ATXN7;ETNK2;RAD21;NF1;PBXIP1;BBC3
DDIT3 human	6/18	0.143703071525886	0.999943847071066	0	0	1.94817446704239	3.7794703724364	MAP1LC3B;NOS3;TRIB3;SIRT1;SIRT2;ATG5
FOXO3 human	6/18	0.143703071525886	0.999943847071066	0	0	1.94817446704239	3.7794703724364	BCL2L11;CCND2;TNFSF10;BIRC5;SIRT1;BBC3
HDAC9 human	6/18	0.143703071525886	0.999943847071066	0	0	1.94817446704239	3.7794703724364	MEF2A;APP;CDKN2A;STAT6;CFLAR;NFKB1
CTNNB1 human	7/22	0.144807650095982	0.999943847071066	0	0	1.81839869281046	3.51378083795856	RB1;JUN;TCF7;BIRC5;VIM;CD44;PPARD
APEX1 human	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	CCL2;NFKB1;SLC5A5
FOSL1 mouse	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	JUN;PRDM1;NFE2L2
FOXO4 mouse	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	RBL2;BCL2L11;CCND2
GABPA mouse	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	COX4I1;IL7R;SKP2
ING1 human	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	PCNA;CASP3;BAX
NR3C2 mouse	3/7	0.155561511131477	0.999943847071066	0	0	2.92158423114594	5.43623284352039	MLLT3;SGK1;FKBP5
DNMT1 human	9/31	0.165902982124704	0.999943847071066	0	0	1.59413036693566	2.86361944269973	RB1;IL32;RASSF1;CASP8;MSH2;CDKN2A;BAG1;BIRC5;RUNX3
SIRT1 human	13/48	0.166407711208653	0.999943847071066	0	0	1.44760502139	2.59601094523877	EGLN1;NQO1;ABCB1;HSPA4;XPC;CFLAR;TNF;HIF1A;NDRG1;CCAR2;ICAM1;CTNNB1;PPARG
ID1 mouse	4/11	0.170847184128903	0.999943847071066	0	0	2.22609425842343	3.93347690424104	CDKN2A;RORC;TNF;RUNX2
IRF4 mouse	4/11	0.170847184128903	0.999943847071066	0	0	2.22609425842343	3.93347690424104	NFATC2;ZBTB20;PRDM1;RUNX3
IRF8 human	4/11	0.170847184128903	0.999943847071066	0	0	2.22609425842343	3.93347690424104	NCF2;NF1;CFLAR;CD68
STAT3 human	34/142	0.173838675194881	0.999943847071066	0	0	1.22764573109996	2.14792280982829	LGALS3BP;FAAH;DNMT1;HP;PRDM1;NLK;HIF1A;ICAM1;ZFP36;CCND2;PSMB5;UCP2;AKT1;CCL2;JAK2;IKBKE;MICA;USP7;POU2F1;VDR;HSPA4;STAT1;TYK2;CFLAR;ETV6;NME1;OAS1;CDK4;IRF1;IL2RA;BCL2;BIRC5;PPARA;IFNAR1
EGR1 human	22/88	0.174644637842248	0.999943847071066	0	0	1.29946699466995	2.26757251828612	ABCB1;PLAUR;AKR1B1;TNF;HIF1A;NFKB1;TGFBR2;SOD1;RBL2;FCER2;CCND2;STIM1;UBE2S;ALOX5;IL2RB;TNFSF10;CD28;PPARG;LTB;EAPP;LDLR;TMPO
BCL3 mouse	5/15	0.175559165688016	0.999943847071066	0	0	1.94794218520333	3.3889892312914	TNFRSF12A;UBC;TNF;NFKB1;RUNX1
ING4 human	5/15	0.175559165688016	0.999943847071066	0	0	1.94794218520333	3.3889892312914	CASP3;BCL2;ARL6IP5;BAX;SKP2
SATB1 human	5/15	0.175559165688016	0.999943847071066	0	0	1.94794218520333	3.3889892312914	CDK4;IL2RA;BCL2;GATA3;MKI67
SPI1 human	16/62	0.184110048252011	0.999943847071066	0	0	1.35567588350261	2.29410402870059	SCARB2;ITGAM;CSF1;ERAP2;NCF2;DAPK2;ITGB2;STAT3;TNFRSF11A;TNF;FLI1;CCL5;ITGAX;CCL2;CD68;CD22
TRP53 mouse	39/167	0.198104858531473	0.999943847071066	0	0	1.18811565896739	1.92351030141672	BTG2;PCNA;NR3C1;TYMS;RCHY1;NDRG1;BBC3;GLIPR1;CASP7;CASP8;CASP6;SIN3A;CASP3;PERP;RPS6KA1;MXI1;POLK;BAK1;EGR1;TCF7L2;ABCC1;SMAD3;SMURF1;DYRK1A;CKAP2;NFKB1;PTK2;PML;KLF2;RUNX1;CCNA2;SLC6A6;REEP5;RRM2B;ADGRB1;BCL2;BIRC5;BAX;HDGF
PPARGC1A mouse	6/20	0.210162627560449	0.999943847071066	0	0	1.66965379633843	2.60444892983447	PDHX;MBP;TFB2M;TFB1M;PPARA;SREBF2
CDX1 human	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	PCNA;IRF2BP2;PPARG
ERCC2 human	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	CPD;BCL2;BAX
IRF9 human	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	SP100;CCND2;PML
MTA1 mouse	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	RNF144A;RRM2B;PAX5
POU4F1 mouse	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	BCL2;BAX;RUNX3
RUNX3 mouse	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	SLC22A17;CCR7;ITGAE
ZFP36 human	3/8	0.212705317387853	0.999943847071066	0	0	2.33712047012733	3.61750621154019	LATS2;ELAVL1;HIF1A
ARNTL mouse	4/12	0.217062899016433	0.999943847071066	0	0	1.94771001714426	2.97525971015259	BHLHE40;CTNNB1;TCF3;NFE2L2
BMI1 mouse	4/12	0.217062899016433	0.999943847071066	0	0	1.94771001714426	2.97525971015259	CDKN2A;CDK1;IKZF1;NFKB1
NR3C1 human	10/38	0.236149774445786	0.999943847071066	0	0	1.39151687164932	2.00836104672568	CSF1R;STAT1;CDK4;SRF;BAX;S100P;PPIG;NR3C1;ETS1;NFKB1
PARP1 human	7/25	0.236998413732666	0.999943847071066	0	0	1.5150462962963	2.18121492679803	JUN;SERPINF1;BCL2;SNAI1;VIM;NFKB1;IFNAR1
TWIST2 human	7/25	0.236998413732666	0.999943847071066	0	0	1.5150462962963	2.18121492679803	ITGB1;RBL2;NF1;AKR1C2;RUNX2;CD44;ICAM1
NFKB1 human	67/303	0.252856616748865	0.999943847071066	0	0	1.10713276836158	1.52223302778005	CD86;BTG2;CD83;CSF1;TNF;ICAM1;CCND2;ADORA3;CASP3;NAMPT;TNFSF10;ITGAX;AKT1;CCR7;B2M;TRIM21;CTSB;SERPINB1;CSNK2A1;RIPK2;TAP2;PLAUR;HLA-F;TAPBP;NCOR2;NCOR1;RRM2B;IRF1;BIRC5;PPIG;OPTN;ABCB1;BCL2A1;STK39;GATA3;HIF1A;AGER;BCL2L11;MAT2A;ALOX5;TBX21;CCL5;NLRP2;CCL3;CCL2;MICA;EGR1;CD74;ERAP2;NOS3;CARD8;ERAP1;TNFRSF10A;CFLAR;NFKB1;PSMB9;BST1;CDK4;TNIP3;IL2RA;BCL3;SNAI1;CD28;BCL2;BAX;CD69;PDE7A
BCL6 human	5/17	0.2566672316141	0.999943847071066	0	0	1.62308100604279	2.20734935050805	FCER2;CCND2;STAT3;PDCD2;NFKB1
CEBPD human	5/17	0.2566672316141	0.999943847071066	0	0	1.62308100604279	2.20734935050805	CASP8;PPARG;TNF;GAPDH;SOD1
WT1 human	14/57	0.264600347111767	0.999943847071066	0	0	1.26859237519913	1.68663760260307	JUN;ABCB1;SMAD3;WTAP;VDR;ETS1;CIAO1;ADGRE5;STIM1;U2AF2;IL2RB;ITGAX;BCL2;IRF8
FLI1 mouse	4/13	0.266096389863473	0.999943847071066	0	0	1.73118894059379	2.29191527001291	RB1;INPP5D;CCL2;FLI1
ETS2 mouse	7/26	0.271252967630452	0.999943847071066	0	0	1.43521671826625	1.87253218030252	CSF1R;EGR1;JUN;PCYT1A;SETDB1;CDKN2A;FLI1
NR1I2 human	7/26	0.271252967630452	0.999943847071066	0	0	1.43521671826625	1.87253218030252	ABCB1;RXRA;TNFRSF12A;HP;BCL2;CCL2;NFKB1
HIC1 human	3/9	0.273332490228743	0.999943847071066	0	0	1.94747796278159	2.52600805874167	STAT3;SIRT1;LRP8
HIPK2 human	3/9	0.273332490228743	0.999943847071066	0	0	1.94747796278159	2.52600805874167	ABCB1;VIM;HIF1A
MYCN mouse	3/9	0.273332490228743	0.999943847071066	0	0	1.94747796278159	2.52600805874167	PTDSS1;HDAC2;NDRG1
SP2 mouse	3/9	0.273332490228743	0.999943847071066	0	0	1.94747796278159	2.52600805874167	PCYT1A;UCP2;ETS1
TWIST1 human	9/35	0.2765768589648	0.999943847071066	0	0	1.34854000829969	1.73323333124412	ITGB1;RBL2;BCL2;NF1;AKR1C2;RUNX2;CD44;ICAM1;MAPK3
E2F1 mouse	12/49	0.290436498881768	0.999943847071066	0	0	1.26355164980932	1.56221775644199	RB1;CCNA2;NPAT;EGR1;DNMT1;PCNA;CDKN2A;GINS3;BCL2;NFKB1;TAPBP;NFE2L2
CREB1 mouse	8/31	0.29087933085387	0.999943847071066	0	0	1.35497830883529	1.6731905859384	CRTC2;LDHA;ENTPD1;PDE3B;BCL2;NF1;SLC2A3;NECTIN2
BCL6 mouse	5/18	0.300114980767239	0.999943847071066	0	0	1.49813439867335	1.80313899442563	CSF1R;TBX21;RORC;PRDM1;GATA3
RBPJ mouse	5/18	0.300114980767239	0.999943847071066	0	0	1.49813439867335	1.80313899442563	TYROBP;PLCG2;BIRC5;NFATC1;PRDM1
GFI1 mouse	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	BAX;BAK1;IL7R
MBD2 human	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	MSH2;ALOX5;ADGRB1
NFE2 mouse	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	HMBS;TYMS;TNF
PPARD human	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	CAT;TXN;SOD1
RBL2 mouse	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	CCNA2;PCNA;BIRC5
SNAI2 mouse	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	CTNNB1;LPAR2;BBC3
ZBTB16 human	3/10	0.335357320956197	0.999943847071066	0	0	1.66916188610606	1.82365731680899	CCNA2;LEF1;BCL2
CEBPZ human	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	APC;MLH1
GFI1 human	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	NF1;BAX
LMX1B human	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	NLRP2;TCF3
MTF1 mouse	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	DNMT1;SLC39A10
NUPR1 mouse	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	CCNA2;TCF19
PIAS1 human	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	STAT1;PRMT1
PRDM1 human	2/6	0.355330205392244	0.999943847071066	0	0	1.94724602203182	2.0148305809181	PCNA;MKI67
HDAC4 human	6/24	0.364422747202708	0.999943847071066	0	0	1.29829290206649	1.31054968525604	MEF2A;PTPA;JUN;CDKN2A;RECK;RUNX2
IRF3 human	4/15	0.368185143928806	0.999943847071066	0	0	1.41624919288402	1.41507279799413	MAVS;CCL5;CCL2;IRF5
NRF1 human	4/15	0.368185143928806	0.999943847071066	0	0	1.41624919288402	1.41507279799413	NQO1;PRDX5;FXR2;COX6A1
RFX1 human	4/15	0.368185143928806	0.999943847071066	0	0	1.41624919288402	1.41507279799413	PCNA;HLA-DPB1;HLA-DRA;HLA-DOB
TP63 human	4/15	0.368185143928806	0.999943847071066	0	0	1.41624919288402	1.41507279799413	VDR;BAX;XPC;PPARA
MSX2 mouse	5/20	0.389365505119373	0.999943847071066	0	0	1.29821982688225	1.22452868231315	SRF;PPARG;LSS;ETS1;RUNX2
RB1 mouse	5/20	0.389365505119373	0.999943847071066	0	0	1.29821982688225	1.22452868231315	JUN;DNMT1;ELF1;SP1;BIRC5
STAT1 mouse	8/34	0.391891132541582	0.999943847071066	0	0	1.1984083580063	1.12263443666471	APP;EGR1;TBX21;IRF1;PPARG;CD36;GBP2;RUNX2
FOXP3 human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	SATB1;IL2RA;TLR10
ID2 mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	CCNA2;TCF3;RUNX2
KLF2 human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	NOS3;PPARG;CCR7
LDB1 mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	NLRP2;TCF3;RUNX1
MEF2A human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	MEF2A;JUN;COX6A1
MEN1 human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	RAD51AP1;CASP8;GATA3
NPM1 human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	USP7;DNMT1;TAF1A
NR0B1 mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	PPARG;RLF;SF1
PPARD mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	SP1;INSIG1;PPARG
PRDM1 mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	TNFRSF17;PAX5;MAP3K5
SOX17 mouse	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	LEF1;CTNNB1;MBP
STAT4 human	3/11	0.39704860355781	0.999943847071066	0	0	1.46042482859941	1.34898941761234	IRF1;IL2RA;TBX21
NFE2L2 mouse	12/53	0.397470471437143	0.999943847071066	0	0	1.13999102199611	1.05179519859004	ABCC4;NQO1;CALCOCO2;BCL2;KEAP1;PPARG;NFATC1;CD36;SDHA;RUNX2;NFKB1;NFE2L2
NFE2L2 human	4/16	0.419275758741734	0.999943847071066	0	0	1.29814678749286	1.12838351083828	NQO1;CAT;MTHFR;SOD1
PITX1 human	4/16	0.419275758741734	0.999943847071066	0	0	1.29814678749286	1.12838351083828	JUN;IRF2;RUNX2;RUNX1
STAT6 mouse	4/16	0.419275758741734	0.999943847071066	0	0	1.29814678749286	1.12838351083828	EGR1;NCOA3;GATA3;TNF
